PRISM Time Series Data
Location:  Lat: 47.4902   Lon: -121.8047   Elev: 469ft
"Climate variables: ppt,tmean,tdmean"
Spatial resolution: 4km
Period: 2008-01-01 - 2021-01-01
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2024-Jul-11
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmean (degrees F),tdmean (degrees F)
2015-11-24,0.30,38.5,36.8
2015-11-25,0.04,37.5,31.2
2015-11-26,0.00,35.7,24.6
2015-11-27,0.00,36.5,25.4
2015-11-28,0.00,36.9,25.0
2015-11-29,0.00,34.5,25.2
2015-11-30,0.00,31.8,25.8
2015-12-01,0.07,33.1,30.4
2015-12-02,0.32,40.7,36.0
2015-12-03,0.36,42.8,39.9
2015-12-04,0.44,48.5,44.2
2015-12-05,0.14,44.6,40.6
2015-12-06,1.34,44.5,41.6
2015-12-07,0.58,48.1,44.4
2015-12-08,1.72,48.9,46.2
2015-12-09,3.58,53.6,51.3
2015-12-10,0.32,47.6,42.2
2015-12-11,0.44,44.9,41.3
2015-12-12,0.10,43.0,40.1
2015-12-13,0.54,44.1,41.0
2015-12-14,0.67,42.1,39.1
2015-12-15,0.07,39.5,35.4
2015-12-16,0.26,37.7,36.8
2015-12-17,0.07,36.8,32.5
2015-12-18,1.10,39.3,37.2
2015-12-19,0.40,39.9,38.5
2015-12-20,0.22,39.4,36.6
2015-12-21,0.39,40.0,38.0
2015-12-22,0.87,37.8,36.8
2015-12-23,0.36,38.5,36.1
2015-12-24,0.89,36.8,35.8
2015-12-25,0.25,37.1,35.2
2015-12-26,0.06,35.4,30.7
2015-12-27,0.02,34.3,30.4
2015-12-28,0.18,35.6,33.4
2015-12-29,0.01,36.5,35.4
2015-12-30,0.00,34.4,31.4
2015-12-31,0.00,32.1,22.5
2016-01-01,0.00,32.6,21.1
2016-01-02,0.00,33.8,22.6
2016-01-03,0.00,32.3,21.5
2016-01-04,0.28,32.2,27.1
2016-01-05,0.15,37.2,34.0
2016-01-06,0.04,39.0,36.4
2016-01-07,0.00,41.9,36.0
2016-01-08,0.00,37.7,36.9
2016-01-09,0.00,38.7,34.5
2016-01-10,0.00,39.5,34.5
2016-01-11,0.00,40.4,30.0
2016-01-12,0.20,37.5,35.6
2016-01-13,0.65,44.0,41.6
2016-01-14,0.61,42.5,41.0
2016-01-15,0.02,39.4,34.8
2016-01-16,0.36,39.3,39.2
2016-01-17,0.33,44.0,42.6
2016-01-18,0.46,43.3,42.1
2016-01-19,0.03,44.9,40.2
2016-01-20,0.44,41.8,39.6
2016-01-21,0.86,45.2,41.5
2016-01-22,0.36,47.2,46.1
2016-01-23,0.33,47.3,43.7
2016-01-24,0.44,42.3,41.9
2016-01-25,0.01,41.2,37.8
2016-01-26,0.07,43.5,38.7
2016-01-27,0.54,47.1,47.1
2016-01-28,0.98,51.0,49.7
2016-01-29,0.59,47.8,44.4
2016-01-30,0.37,42.8,39.3
2016-01-31,0.03,40.5,36.0
2016-02-01,0.08,40.4,36.4
2016-02-02,0.06,39.7,36.4
2016-02-03,0.03,41.7,35.0
2016-02-04,0.60,42.7,38.1
2016-02-05,0.17,43.0,41.4
2016-02-06,0.31,47.2,40.3
2016-02-07,0.02,41.6,37.7
2016-02-08,0.00,42.1,36.0
2016-02-09,0.00,47.6,39.4
2016-02-10,0.00,51.1,40.8
2016-02-11,0.08,49.4,44.0
2016-02-12,0.80,49.8,46.9
2016-02-13,0.61,49.8,46.1
2016-02-14,0.53,46.1,42.9
2016-02-15,1.01,48.9,48.1
2016-02-16,0.96,50.4,47.5
2016-02-17,0.07,49.3,46.7
2016-02-18,0.60,50.6,45.6
2016-02-19,0.30,45.6,41.0
2016-02-20,0.78,44.1,40.8
2016-02-21,0.01,42.6,35.1
2016-02-22,0.21,42.0,35.3
2016-02-23,0.13,41.8,36.6
2016-02-24,0.00,44.6,33.4
2016-02-25,0.00,47.9,36.9
2016-02-26,0.00,49.0,38.8
2016-02-27,0.40,51.1,43.7
2016-02-28,0.13,49.2,44.8
2016-02-29,0.86,46.9,41.3
2016-03-01,0.31,47.0,40.0
2016-03-02,1.31,48.0,42.5
2016-03-03,0.49,48.2,43.4
2016-03-04,0.04,48.5,42.7
2016-03-05,0.23,48.7,42.9
2016-03-06,0.30,55.3,47.2
2016-03-07,0.31,47.4,41.6
2016-03-08,0.48,43.8,39.7
2016-03-09,0.30,44.6,37.9
2016-03-10,1.03,46.5,43.2
2016-03-11,0.25,45.8,39.8
2016-03-12,0.27,46.5,42.0
2016-03-13,0.13,44.0,38.9
2016-03-14,0.44,45.0,38.5
2016-03-15,0.60,41.8,37.7
2016-03-16,0.18,43.8,37.8
2016-03-17,0.00,42.1,35.1
2016-03-18,0.00,44.0,29.2
2016-03-19,0.00,49.5,26.7
2016-03-20,0.00,54.5,39.2
2016-03-21,0.43,51.8,46.3
2016-03-22,0.40,50.2,44.7
2016-03-23,0.13,49.1,42.6
2016-03-24,0.59,47.0,42.9
2016-03-25,0.10,46.3,39.7
2016-03-26,0.04,46.0,37.4
2016-03-27,0.23,48.6,39.9
2016-03-28,1.01,44.5,39.3
2016-03-29,0.06,43.8,38.4
2016-03-30,0.00,48.1,38.0
2016-03-31,0.00,53.1,41.1
2016-04-01,0.00,56.9,43.9
2016-04-02,0.00,55.5,45.9
2016-04-03,0.00,53.4,43.6
2016-04-04,0.29,55.8,45.5
2016-04-05,0.07,49.5,41.9
2016-04-06,0.00,48.0,42.3
2016-04-07,0.00,55.3,43.1
2016-04-08,0.00,64.2,47.1
2016-04-09,0.00,60.9,46.3
2016-04-10,0.00,54.3,45.2
2016-04-11,0.00,51.6,42.7
2016-04-12,0.00,50.6,42.1
2016-04-13,0.40,49.3,43.0
2016-04-14,0.16,49.6,40.2
2016-04-15,0.04,49.4,42.1
2016-04-16,0.00,49.0,41.2
2016-04-17,0.00,53.3,41.0
2016-04-18,0.00,62.7,45.6
2016-04-19,0.00,68.6,44.8
2016-04-20,0.00,67.3,48.7
2016-04-21,0.00,66.2,51.0
2016-04-22,0.00,61.3,48.3
2016-04-23,0.08,55.7,49.6
2016-04-24,0.33,55.9,47.7
2016-04-25,0.31,48.0,43.2
2016-04-26,0.16,47.3,40.3
2016-04-27,0.00,49.6,40.2
2016-04-28,0.00,50.6,43.9
2016-04-29,0.01,53.1,45.5
2016-04-30,0.08,50.6,44.2
2016-05-01,0.00,54.1,43.2
2016-05-02,0.00,60.9,45.3
2016-05-03,0.00,67.7,46.7
2016-05-04,0.01,61.5,49.9
2016-05-05,0.04,52.9,46.9
2016-05-06,0.00,55.9,47.0
2016-05-07,0.00,61.2,43.9
2016-05-08,0.02,63.9,47.0
2016-05-09,0.15,53.6,43.0
2016-05-10,0.00,53.8,42.4
2016-05-11,0.00,57.8,39.4
2016-05-12,0.00,62.4,40.2
2016-05-13,0.00,60.5,44.6
2016-05-14,0.02,65.6,48.2
2016-05-15,0.24,55.0,51.2
2016-05-16,0.10,52.2,51.0
2016-05-17,0.01,53.0,48.6
2016-05-18,0.00,58.8,48.7
2016-05-19,0.56,56.8,47.2
2016-05-20,0.07,53.2,45.5
2016-05-21,0.35,55.3,45.5
2016-05-22,0.65,54.5,49.6
2016-05-23,0.13,55.7,48.3
2016-05-24,0.00,56.3,48.7
2016-05-25,0.00,56.4,50.2
2016-05-26,0.02,56.4,48.1
2016-05-27,0.21,53.7,44.4
2016-05-28,0.17,54.0,43.4
2016-05-29,0.21,54.5,49.8
2016-05-30,0.03,52.2,46.0
2016-05-31,0.00,57.5,44.4
2016-06-01,0.00,64.1,48.0
2016-06-02,0.33,65.0,52.1
2016-06-03,0.02,59.4,52.1
2016-06-04,0.00,66.7,53.2
2016-06-05,0.00,71.6,54.3
2016-06-06,0.00,75.2,56.7
2016-06-07,0.00,70.0,51.0
2016-06-08,0.00,68.9,49.7
2016-06-09,0.00,58.3,48.1
2016-06-10,0.18,56.1,47.9
2016-06-11,0.43,54.9,46.9
2016-06-12,0.17,55.1,48.2
2016-06-13,0.00,58.5,46.6
2016-06-14,0.29,54.2,46.6
2016-06-15,0.19,50.8,43.7
2016-06-16,0.34,54.1,43.7
2016-06-17,0.11,55.6,44.1
2016-06-18,0.27,55.9,48.7
2016-06-19,0.32,54.5,49.2
2016-06-20,0.00,58.1,46.6
2016-06-21,0.24,62.4,51.4
2016-06-22,0.00,61.9,51.0
2016-06-23,0.01,62.8,50.9
2016-06-24,0.90,58.3,53.0
2016-06-25,0.45,56.7,51.9
2016-06-26,0.00,60.7,51.0
2016-06-27,0.00,65.3,53.8
2016-06-28,0.00,68.7,54.3
2016-06-29,0.00,64.8,54.9
2016-06-30,0.00,62.5,54.7
2016-07-01,0.00,60.3,52.7
2016-07-02,0.00,63.0,54.0
2016-07-03,0.01,65.3,55.0
2016-07-04,0.04,61.6,51.2
2016-07-05,0.02,58.8,50.9
2016-07-06,0.06,58.4,51.4
2016-07-07,0.02,63.9,51.5
2016-07-08,0.32,61.5,56.3
2016-07-09,0.85,63.3,56.2
2016-07-10,0.23,61.4,53.3
2016-07-11,0.03,60.5,53.7
2016-07-12,0.00,62.7,52.1
2016-07-13,0.09,62.7,53.5
2016-07-14,0.00,61.4,50.6
2016-07-15,0.00,62.4,51.4
2016-07-16,0.00,63.2,52.3
2016-07-17,0.00,63.5,53.5
2016-07-18,0.00,64.8,56.1
2016-07-19,0.14,62.0,56.7
2016-07-20,0.00,65.8,54.7
2016-07-21,0.00,66.6,54.4
2016-07-22,0.07,69.0,56.3
2016-07-23,0.07,62.5,55.8
2016-07-24,0.00,62.2,53.0
2016-07-25,0.00,66.2,54.1
2016-07-26,0.00,69.7,57.5
2016-07-27,0.00,66.6,56.7
2016-07-28,0.00,69.0,57.3
2016-07-29,0.00,72.3,57.7
2016-07-30,0.00,71.9,57.1
2016-07-31,0.00,65.4,52.6
2016-08-01,0.00,62.4,51.9
2016-08-02,0.01,63.6,52.8
2016-08-03,0.26,61.0,52.6
2016-08-04,0.00,64.0,53.5
2016-08-05,0.00,66.2,53.8
2016-08-06,0.00,64.5,50.8
2016-08-07,0.00,60.8,50.8
2016-08-08,0.22,61.0,53.6
2016-08-09,0.02,62.0,54.2
2016-08-10,0.00,62.6,55.3
2016-08-11,0.00,64.0,55.8
2016-08-12,0.00,67.7,57.0
2016-08-13,0.00,73.5,58.4
2016-08-14,0.00,73.8,57.1
2016-08-15,0.00,69.2,53.6
2016-08-16,0.00,68.8,55.7
2016-08-17,0.00,67.9,55.3
2016-08-18,0.00,67.1,54.9
2016-08-19,0.00,72.1,55.3
2016-08-20,0.00,76.3,49.7
2016-08-21,0.00,74.0,52.2
2016-08-22,0.00,63.6,51.4
2016-08-23,0.00,60.9,47.9
2016-08-24,0.00,63.5,50.1
2016-08-25,0.00,68.7,52.0
2016-08-26,0.00,72.5,51.4
2016-08-27,0.00,74.1,51.9
2016-08-28,0.00,63.1,53.0
2016-08-29,0.00,62.7,51.2
2016-08-30,0.00,66.2,53.3
2016-08-31,0.00,61.0,52.9
2016-09-01,0.11,60.8,55.7
2016-09-02,0.14,58.8,53.0
2016-09-03,0.38,59.0,52.2
2016-09-04,0.00,57.1,49.8
2016-09-05,0.00,57.1,48.5
2016-09-06,0.13,57.5,49.8
2016-09-07,0.15,58.9,54.2
2016-09-08,0.04,60.5,53.0
2016-09-09,0.03,57.7,49.6
2016-09-10,0.00,60.6,47.3
2016-09-11,0.00,62.9,51.0
2016-09-12,0.00,56.8,47.6
2016-09-13,0.00,60.1,41.5
2016-09-14,0.00,60.9,42.6
2016-09-15,0.00,61.9,46.1
2016-09-16,0.00,60.4,49.2
2016-09-17,0.16,61.2,51.5
2016-09-18,0.93,57.7,55.1
2016-09-19,0.09,59.5,50.8
2016-09-20,0.10,56.2,48.5
2016-09-21,0.00,55.2,46.4
2016-09-22,0.00,55.3,46.2
2016-09-23,0.00,55.2,47.1
2016-09-24,0.06,54.7,49.8
2016-09-25,0.00,58.9,49.4
2016-09-26,0.00,65.0,51.7
2016-09-27,0.00,64.4,54.3
2016-09-28,0.00,58.5,47.0
2016-09-29,0.00,55.4,46.5
2016-09-30,0.00,53.2,44.7
2016-10-01,0.00,52.7,44.8
2016-10-02,0.07,53.3,46.4
2016-10-03,0.00,53.4,46.8
2016-10-04,0.09,53.3,46.8
2016-10-05,0.20,55.1,49.4
2016-10-06,0.10,56.6,49.3
2016-10-07,0.71,56.5,49.8
2016-10-08,0.26,56.5,49.5
2016-10-09,1.23,57.3,54.8
2016-10-10,0.33,51.5,47.2
2016-10-11,0.02,49.7,41.3
2016-10-12,0.00,50.3,37.0
2016-10-13,0.47,51.6,40.4
2016-10-14,1.58,53.9,50.7
2016-10-15,1.30,52.8,48.3
2016-10-16,0.63,53.0,48.1
2016-10-17,0.70,52.7,48.7
2016-10-18,0.44,52.2,48.4
2016-10-19,0.18,49.9,47.1
2016-10-20,1.05,51.0,47.2
2016-10-21,1.06,53.2,50.2
2016-10-22,0.14,51.5,47.2
2016-10-23,0.06,51.2,44.8
2016-10-24,0.02,54.6,47.3
2016-10-25,0.17,55.1,46.9
2016-10-26,0.24,52.7,45.5
2016-10-27,1.30,53.4,51.0
2016-10-28,0.06,51.9,48.5
2016-10-29,0.01,55.5,45.9
2016-10-30,0.07,50.3,45.9
2016-10-31,0.39,49.8,45.7
2016-11-01,1.31,51.8,48.7
2016-11-02,0.37,51.4,48.7
2016-11-03,0.26,52.3,50.0
2016-11-04,0.00,53.1,46.0
2016-11-05,0.06,55.3,47.7
2016-11-06,1.23,53.3,51.8
2016-11-07,0.04,53.9,47.7
2016-11-08,0.00,55.6,49.2
2016-11-09,0.06,59.2,49.6
2016-11-10,0.24,54.4,50.3
2016-11-11,0.00,57.3,49.5
2016-11-12,0.07,57.1,52.1
2016-11-13,0.14,51.9,48.3
2016-11-14,1.01,49.4,47.9
2016-11-15,0.85,50.9,47.4
2016-11-16,1.15,48.0,44.1
2016-11-17,0.14,43.8,41.3
2016-11-18,0.01,42.5,38.6
2016-11-19,0.02,44.2,34.7
2016-11-20,0.05,48.6,41.4
2016-11-21,0.41,48.7,45.3
2016-11-22,0.11,46.9,43.2
2016-11-23,0.30,46.0,41.6
2016-11-24,0.34,44.6,41.0
2016-11-25,0.77,45.4,42.8
2016-11-26,0.09,45.5,42.5
2016-11-27,0.23,46.3,44.1
2016-11-28,0.46,41.6,41.3
2016-11-29,0.21,43.1,41.7
2016-11-30,0.18,43.9,41.1
2016-12-01,0.47,43.0,40.5
2016-12-02,0.10,41.1,40.0
2016-12-03,0.52,44.5,42.9
2016-12-04,1.25,43.7,41.7
2016-12-05,0.17,37.6,34.0
2016-12-06,0.13,33.1,33.0
2016-12-07,0.00,31.5,26.6
2016-12-08,0.00,30.2,19.5
2016-12-09,0.09,30.6,20.7
2016-12-10,0.47,30.8,30.8
2016-12-11,0.24,37.5,36.2
2016-12-12,0.38,38.0,36.6
2016-12-13,0.35,36.5,35.7
2016-12-14,0.04,32.8,28.5
2016-12-15,0.00,32.1,23.6
2016-12-16,0.00,30.9,25.4
2016-12-17,0.00,26.3,16.6
2016-12-18,0.00,26.1,22.2
2016-12-19,0.27,33.2,28.5
2016-12-20,0.63,40.4,39.2
2016-12-21,0.09,41.6,36.3
2016-12-22,0.00,39.4,31.9
2016-12-23,0.19,38.3,34.3
2016-12-24,0.27,35.5,34.5
2016-12-25,0.07,34.6,33.2
2016-12-26,0.03,33.1,28.7
2016-12-27,0.49,35.6,34.0
2016-12-28,0.18,38.6,36.0
2016-12-29,0.03,39.6,33.9
2016-12-30,1.01,39.7,37.5
2016-12-31,0.04,35.8,33.2
2017-01-01,0.33,32.3,31.7
2017-01-02,0.01,31.3,28.6
2017-01-03,0.00,28.3,17.5
2017-01-04,0.00,27.2,13.4
2017-01-05,0.00,27.6,11.3
2017-01-06,0.00,27.4,16.6
2017-01-07,0.00,27.8,16.4
2017-01-08,0.00,29.9,18.6
2017-01-09,0.37,37.2,32.6
2017-01-10,0.10,35.6,33.9
2017-01-11,0.00,34.9,25.9
2017-01-12,0.00,28.4,17.5
2017-01-13,0.00,28.9,18.3
2017-01-14,0.00,28.5,21.8
2017-01-15,0.00,33.5,23.2
2017-01-16,0.00,33.5,25.5
2017-01-17,0.08,36.8,29.1
2017-01-18,1.58,41.2,39.7
2017-01-19,0.50,45.0,43.7
2017-01-20,0.10,42.4,39.3
2017-01-21,0.02,41.8,36.7
2017-01-22,0.02,43.5,38.9
2017-01-23,0.18,39.9,36.2
2017-01-24,0.00,37.1,33.8
2017-01-25,0.02,35.6,34.0
2017-01-26,0.08,38.6,37.8
2017-01-27,0.00,41.2,38.7
2017-01-28,0.00,42.3,34.9
2017-01-29,0.00,43.1,34.0
2017-01-30,0.09,42.6,37.8
2017-01-31,0.03,40.4,37.5
2017-02-01,0.00,34.9,24.7
2017-02-02,0.00,34.1,12.9
2017-02-03,0.03,34.8,13.5
2017-02-04,0.69,35.5,32.7
2017-02-05,1.28,39.5,39.0
2017-02-06,1.14,33.9,33.2
2017-02-07,0.16,33.2,31.5
2017-02-08,0.07,33.7,30.0
2017-02-09,1.22,36.3,34.2
2017-02-10,0.95,46.7,44.2
2017-02-11,0.27,41.8,36.7
2017-02-12,0.01,39.9,34.1
2017-02-13,0.00,40.6,32.8
2017-02-14,0.01,43.6,31.9
2017-02-15,0.50,45.0,35.7
2017-02-16,1.32,47.3,47.2
2017-02-17,0.32,47.1,43.5
2017-02-18,0.01,47.5,39.4
2017-02-19,0.29,41.9,40.9
2017-02-20,0.20,42.0,39.2
2017-02-21,0.42,41.5,40.8
2017-02-22,0.28,41.6,38.5
2017-02-23,0.08,38.3,33.5
2017-02-24,0.08,36.3,32.3
2017-02-25,0.00,37.5,29.6
2017-02-26,0.34,35.7,31.3
2017-02-27,0.19,37.6,34.5
2017-02-28,0.46,35.5,33.5
2017-03-01,0.22,37.9,34.2
2017-03-02,0.11,43.1,38.7
2017-03-03,0.42,42.3,40.3
2017-03-04,0.58,41.9,40.1
2017-03-05,0.16,39.2,33.1
2017-03-06,0.10,38.7,32.6
2017-03-07,0.28,38.2,33.0
2017-03-08,0.54,38.0,36.7
2017-03-09,0.28,38.3,35.9
2017-03-10,1.05,43.9,41.7
2017-03-11,0.13,45.0,41.5
2017-03-12,0.50,45.4,43.1
2017-03-13,0.15,47.7,44.4
2017-03-14,0.98,48.1,47.7
2017-03-15,1.04,50.6,49.7
2017-03-16,0.49,45.6,44.5
2017-03-17,0.02,43.7,35.0
2017-03-18,0.87,45.1,40.9
2017-03-19,0.42,42.9,37.7
2017-03-20,0.01,41.0,31.3
2017-03-21,0.04,44.3,36.0
2017-03-22,0.21,48.8,45.0
2017-03-23,0.22,47.8,41.2
2017-03-24,0.30,47.8,39.0
2017-03-25,0.53,47.6,43.1
2017-03-26,0.21,46.0,39.4
2017-03-27,0.55,44.9,42.5
2017-03-28,0.57,47.9,42.1
2017-03-29,0.81,45.9,43.4
2017-03-30,0.65,49.0,44.4
2017-03-31,0.13,43.9,39.4
2017-04-01,0.05,46.4,41.0
2017-04-02,0.33,47.6,44.0
2017-04-03,0.13,44.4,36.9
2017-04-04,0.05,46.1,35.4
2017-04-05,0.18,51.7,39.3
2017-04-06,0.22,49.5,46.3
2017-04-07,0.18,52.0,45.6
2017-04-08,0.08,49.4,41.6
2017-04-09,0.14,43.6,36.9
2017-04-10,0.09,46.5,35.0
2017-04-11,0.32,43.9,38.2
2017-04-12,0.19,46.4,38.2
2017-04-13,0.60,50.5,46.0
2017-04-14,0.32,47.6,40.6
2017-04-15,0.11,45.8,39.0
2017-04-16,0.00,47.9,36.2
2017-04-17,0.00,50.7,38.5
2017-04-18,0.27,53.1,45.7
2017-04-19,0.31,50.8,44.6
2017-04-20,0.58,48.9,45.4
2017-04-21,0.14,48.8,44.0
2017-04-22,0.00,53.5,40.6
2017-04-23,0.27,53.1,44.4
2017-04-24,0.49,48.1,45.2
2017-04-25,0.10,48.7,43.6
2017-04-26,0.27,50.5,44.3
2017-04-27,0.43,49.0,42.2
2017-04-28,0.20,47.7,39.6
2017-04-29,0.03,48.5,39.9
2017-04-30,0.19,47.4,43.1
2017-05-01,0.39,48.1,41.3
2017-05-02,0.14,44.9,42.2
2017-05-03,0.16,51.6,49.1
2017-05-04,0.05,63.1,55.5
2017-05-05,0.76,66.1,56.8
2017-05-06,0.46,50.4,44.8
2017-05-07,0.04,47.1,38.5
2017-05-08,0.00,49.5,37.4
2017-05-09,0.00,52.3,40.6
2017-05-10,0.00,55.1,44.8
2017-05-11,0.00,59.3,48.2
2017-05-12,0.43,51.1,46.7
2017-05-13,0.29,48.0,42.4
2017-05-14,0.14,49.1,42.7
2017-05-15,0.14,50.1,44.7
2017-05-16,0.99,47.9,44.0
2017-05-17,0.80,45.9,42.0
2017-05-18,0.02,49.2,46.0
2017-05-19,0.00,54.7,46.8
2017-05-20,0.00,58.9,49.0
2017-05-21,0.00,60.1,49.2
2017-05-22,0.00,62.8,49.9
2017-05-23,0.00,67.0,50.5
2017-05-24,0.00,63.5,46.4
2017-05-25,0.00,51.1,42.1
2017-05-26,0.00,55.8,46.6
2017-05-27,0.00,63.3,48.3
2017-05-28,0.00,66.9,49.3
2017-05-29,0.00,68.1,51.4
2017-05-30,0.00,64.1,53.0
2017-05-31,0.09,54.3,50.4
2017-06-01,0.05,61.6,52.6
2017-06-02,0.23,58.9,52.3
2017-06-03,0.00,61.3,49.9
2017-06-04,0.00,56.5,46.9
2017-06-05,0.00,54.3,43.3
2017-06-06,0.00,57.3,44.6
2017-06-07,0.00,66.5,47.3
2017-06-08,0.16,66.5,50.2
2017-06-09,0.47,54.5,50.4
2017-06-10,0.09,53.8,47.2
2017-06-11,0.02,54.6,45.9
2017-06-12,0.00,57.8,48.4
2017-06-13,0.00,54.9,48.9
2017-06-14,0.02,55.1,46.7
2017-06-15,0.01,56.4,46.0
2017-06-16,1.25,55.3,55.1
2017-06-17,0.09,56.0,49.4
2017-06-18,0.13,57.5,50.7
2017-06-19,0.00,62.3,58.0
2017-06-20,0.00,64.4,58.3
2017-06-21,0.00,60.5,53.7
2017-06-22,0.00,55.9,46.7
2017-06-23,0.00,60.0,46.7
2017-06-24,0.00,64.2,50.2
2017-06-25,0.00,70.6,51.3
2017-06-26,0.00,74.9,53.2
2017-06-27,0.00,63.4,54.1
2017-06-28,0.00,60.9,51.4
2017-06-29,0.00,59.7,51.9
2017-06-30,0.00,65.0,53.6
2017-07-01,0.00,67.2,54.7
2017-07-02,0.00,61.7,52.8
2017-07-03,0.00,63.3,54.0
2017-07-04,0.00,58.3,51.2
2017-07-05,0.00,62.6,48.8
2017-07-06,0.00,66.5,50.4
2017-07-07,0.00,68.0,52.4
2017-07-08,0.00,62.5,52.5
2017-07-09,0.00,65.8,52.9
2017-07-10,0.00,65.2,54.5
2017-07-11,0.00,62.1,51.4
2017-07-12,0.00,60.9,50.2
2017-07-13,0.00,63.8,52.8
2017-07-14,0.00,60.4,51.2
2017-07-15,0.00,63.8,50.2
2017-07-16,0.00,63.0,49.9
2017-07-17,0.00,59.4,47.2
2017-07-18,0.00,61.3,48.5
2017-07-19,0.00,65.0,47.9
2017-07-20,0.00,63.1,51.3
2017-07-21,0.00,62.4,53.2
2017-07-22,0.00,64.0,53.6
2017-07-23,0.00,71.2,58.2
2017-07-24,0.00,64.0,55.7
2017-07-25,0.00,65.7,53.2
2017-07-26,0.00,68.6,53.3
2017-07-27,0.00,67.8,55.0
2017-07-28,0.00,61.6,53.5
2017-07-29,0.00,64.4,53.0
2017-07-30,0.00,65.6,53.5
2017-07-31,0.00,65.6,54.6
2017-08-01,0.00,68.1,52.5
2017-08-02,0.00,70.3,54.4
2017-08-03,0.00,74.3,56.1
2017-08-04,0.00,76.3,56.2
2017-08-05,0.00,74.8,55.9
2017-08-06,0.00,69.6,57.4
2017-08-07,0.00,69.7,58.2
2017-08-08,0.00,71.5,58.2
2017-08-09,0.00,72.3,58.2
2017-08-10,0.00,73.9,58.9
2017-08-11,0.00,72.6,58.2
2017-08-12,0.00,69.3,57.5
2017-08-13,0.10,67.6,56.1
2017-08-14,0.11,62.7,52.8
2017-08-15,0.00,60.3,49.5
2017-08-16,0.00,63.0,49.0
2017-08-17,0.00,64.6,53.7
2017-08-18,0.00,64.8,54.8
2017-08-19,0.00,63.7,54.8
2017-08-20,0.00,63.7,50.5
2017-08-21,0.00,64.0,52.0
2017-08-22,0.00,67.6,53.9
2017-08-23,0.00,70.8,55.3
2017-08-24,0.00,67.3,55.9
2017-08-25,0.00,58.7,47.5
2017-08-26,0.00,62.5,47.3
2017-08-27,0.00,65.8,49.1
2017-08-28,0.00,70.5,53.5
2017-08-29,0.00,72.4,55.0
2017-08-30,0.00,71.7,54.8
2017-08-31,0.00,67.1,56.6
2017-09-01,0.00,64.1,55.9
2017-09-02,0.00,67.4,49.0
2017-09-03,0.00,71.6,54.3
2017-09-04,0.00,73.2,56.5
2017-09-05,0.00,72.8,53.9
2017-09-06,0.00,73.8,54.4
2017-09-07,0.00,70.0,59.1
2017-09-08,0.00,67.4,59.7
2017-09-09,0.03,64.9,58.3
2017-09-10,0.06,62.0,53.8
2017-09-11,0.00,61.4,48.9
2017-09-12,0.00,64.4,48.7
2017-09-13,0.00,63.7,53.3
2017-09-14,0.00,58.7,47.8
2017-09-15,0.00,59.1,41.3
2017-09-16,0.00,58.7,39.5
2017-09-17,0.00,59.4,41.6
2017-09-18,0.30,56.3,49.2
2017-09-19,0.69,54.1,48.1
2017-09-20,0.72,51.5,47.9
2017-09-21,0.12,50.6,46.8
2017-09-22,0.09,53.3,47.7
2017-09-23,0.00,57.1,47.7
2017-09-24,0.00,57.0,47.6
2017-09-25,0.00,57.8,48.8
2017-09-26,0.00,57.3,53.5
2017-09-27,0.00,60.6,52.5
2017-09-28,0.00,64.6,51.3
2017-09-29,0.00,68.8,50.5
2017-09-30,0.08,57.3,51.7
2017-10-01,0.62,54.9,49.2
2017-10-02,0.28,50.6,45.9
2017-10-03,0.00,50.2,43.5
2017-10-04,0.00,52.2,40.0
2017-10-05,0.00,52.3,40.2
2017-10-06,0.00,53.0,42.0
2017-10-07,0.16,52.3,44.1
2017-10-08,1.02,50.0,45.5
2017-10-09,0.02,48.6,42.6
2017-10-10,0.00,49.7,41.9
2017-10-11,0.14,48.3,42.3
2017-10-12,0.31,46.6,40.8
2017-10-13,0.64,43.6,42.5
2017-10-14,0.07,41.7,37.5
2017-10-15,0.00,43.8,38.5
2017-10-16,0.00,49.0,43.1
2017-10-17,0.00,51.4,45.0
2017-10-18,0.27,49.8,43.7
2017-10-19,1.85,53.4,49.1
2017-10-20,1.42,48.8,48.1
2017-10-21,0.47,45.7,43.1
2017-10-22,2.75,50.2,47.2
2017-10-23,0.21,51.2,47.2
2017-10-24,0.00,51.4,45.3
2017-10-25,0.01,52.0,43.8
2017-10-26,0.16,49.0,48.2
2017-10-27,0.01,49.0,45.7
2017-10-28,0.00,54.7,43.2
2017-10-29,0.00,53.3,45.0
2017-10-30,0.00,47.5,43.8
2017-10-31,0.00,45.6,32.7
2017-11-01,0.05,46.8,38.6
2017-11-02,0.46,47.5,43.9
2017-11-03,0.59,41.1,39.9
2017-11-04,0.15,35.4,32.9
2017-11-05,0.50,36.3,34.7
2017-11-06,0.29,35.4,33.2
2017-11-07,0.00,38.6,31.0
2017-11-08,0.00,39.3,30.7
2017-11-09,0.15,46.2,36.4
2017-11-10,0.56,43.5,42.3
2017-11-11,0.00,43.3,41.5
2017-11-12,0.16,45.5,43.2
2017-11-13,0.42,49.8,46.1
2017-11-14,0.89,47.4,42.2
2017-11-15,0.35,47.0,39.5
2017-11-16,0.47,43.1,41.0
